288.0, 109.5
596.0, 150.5
219.0, 276.5
172.0, 152.5

288.0, 109.5
297.03551500000003, 110.755165
305.66612, 112.05931999999999
313.897905, 113.410455
321.73695999999995, 114.80655999999999
329.189375, 116.24562499999999
336.26124, 117.72563999999998
342.9586449999999, 119.24459499999999
349.28768, 120.80048000000001
355.254435, 122.39128500000001
360.86500000000007, 124.01500000000001
366.125465, 125.66961500000001
371.04192, 127.35311999999999
375.62045499999994, 129.06350499999996
379.86715999999996, 130.79876
383.7881249999999, 132.556875
387.38944, 134.33584
390.6771949999999, 136.133645
393.65747999999996, 137.94827999999998
396.336385, 139.77773499999998
398.7199999999999, 141.62
400.814415, 143.47306500000002
402.62571999999994, 145.33491999999998
404.160005, 147.203555
405.42335999999995, 149.07695999999999
406.42187500000006, 150.95312500000003
407.1616400000001, 152.83004000000003
407.648745, 154.70569500000002
407.88928000000016, 156.57808000000003
407.88933500000013, 158.44518500000007
407.6550000000001, 160.30500000000004
407.19236500000005, 162.15551500000004
406.50752000000017, 163.99472000000006
405.6065550000001, 165.82060500000003
404.49556000000007, 167.63116000000005
403.1806250000001, 169.42437500000005
401.66784, 171.19824000000006
399.96329500000013, 172.95074500000004
398.07308000000006, 174.67988000000005
396.00328500000006, 176.38363500000008
393.76000000000005, 178.0600000000001
391.34931500000005, 179.70696500000005
388.77732, 181.32252000000008
386.050105, 182.90465500000005
383.17376, 184.45136000000005
380.154375, 185.96062500000005
376.99803999999995, 187.43044000000006
373.71084500000006, 188.85879500000007
370.29888000000005, 190.2436800000001
366.76823499999995, 191.58308500000007
363.125, 192.87500000000003
359.3752649999999, 194.11741500000002
355.52511999999996, 195.30832
351.58065499999987, 196.44570500000003
347.5479599999999, 197.52756000000002
343.4331249999999, 198.55187500000005
339.2422399999998, 199.51664000000002
334.9813949999999, 200.41984500000004
330.6566799999999, 201.25948000000002
326.2741849999999, 202.03353500000003
321.83999999999986, 202.74000000000004
317.36021499999987, 203.376865
312.84091999999987, 203.94212000000002
308.2882049999998, 204.433755
303.70815999999985, 204.84976000000003
299.10687499999983, 205.188125
294.49043999999986, 205.44684
289.8649449999998, 205.623895
285.2364799999998, 205.71728000000002
280.6111349999998, 205.72498499999998
275.99499999999983, 205.64499999999998
271.3941649999998, 205.475315
266.81471999999985, 205.21391999999997
262.2627549999998, 204.85880499999996
257.7443599999998, 204.40796
253.26562499999977, 203.85937499999997
248.8326399999998, 203.21103999999997
244.4514949999998, 202.46094499999998
240.1282799999998, 201.60707999999994
235.8690849999998, 200.64743499999994
231.67999999999978, 199.57999999999993
227.56711499999977, 198.40276499999993
223.5365199999998, 197.11371999999994
219.5943049999998, 195.71085499999992
215.74655999999982, 194.19215999999994
211.9993749999998, 192.5556249999999
208.35883999999982, 190.79923999999988
204.8310449999998, 188.9209949999999
201.42207999999982, 186.9188799999999
198.1380349999998, 184.7908849999999
194.98499999999984, 182.53499999999985
191.96906499999983, 180.14921499999986
189.09631999999982, 177.63151999999985
186.37285499999984, 174.97990499999983
183.80475999999985, 172.19235999999984
181.39812499999985, 169.2668749999998
179.15903999999986, 166.20143999999982
177.09359499999988, 162.9940449999998
175.20787999999988, 159.64267999999979
173.5079849999999, 156.14533499999976
